Date	GPP	R	NEP	GPPsd	Rsd	NEPsd
2023-06-23	0.695888837118925	-0.417429785040773	0.278459052078152	0.0205147092568494	0.019876560002525	0.0285645047817574
2023-06-24	0.722027624798727	-0.385662353027392	0.336365271771335	0.0387231043877694	0.0383579223300214	0.0545051283724939
2023-06-25	0.499977252291845	-0.351691320956699	0.148285931335146	0.0543200348840323	0.0553478183006117	0.0775502880745134
2023-06-26	0.717190904398307	-0.650094345237666	0.0670965591606405	0.0495876711180047	0.049513368679131	0.0700750369594119
2023-06-27	0.560053164614005	-0.474128900666803	0.0859242639472013	0.0337603119926277	0.0337035398699283	0.0477041640279275
2023-06-28	0.635422128189751	-0.300958047863885	0.334464080325866	0.0518861535408865	0.0516417392525572	0.0732054790456121
2023-06-29	0.229062250207669	0.136148873002349	0.365211123210018	0.0331493000428201	0.0329926899955067	0.0467695807814066
2023-06-30	0.924412573318459	-0.479308799233756	0.445103774084703	0.0302555281855376	0.0301594799251012	0.0427199159074364
2023-07-01	0.466169580723629	-0.151761956645763	0.314407624077866	0.0519414550470705	0.0527423398973992	0.0740247875394427
2023-07-02	0.449544616095528	-0.0911468776123761	0.358397738483152	0.0411914357205017	0.0405039183972798	0.057769384471792
2023-07-03	0.58758582795502	-0.302106103981895	0.285479723973125	0.0261820390575998	0.0252856529621594	0.0363986732579148
2023-07-04	0.829435176621516	-0.456830783017453	0.372604393604063	0.044551747608551	0.0431565415317899	0.062026972294004
2023-07-05	0.455587923925863	-0.248003600929711	0.207584322996152	0.0709528504827608	0.0721949582321975	0.101224596742974
2023-07-06	0.322095481816563	0.343625653572103	0.665721135388666	0.0964429892406007	0.094543387116101	0.135054441693147
2023-07-07	0.689310464367202	-0.539018363555122	0.15029210081208	0.0942745258778153	0.0952635207553444	0.134025462566599
2023-07-08	0.488382802106753	-0.15506026979985	0.333322532306903	0.0488582969365607	0.0488452399835663	0.0690868341190514
2023-07-09	0.240385329155356	0.112286275524453	0.352671604679809	0.0436753608287163	0.0432903031102743	0.0614946134787266
2023-07-10	-0.0995391083340375	0.465680228229374	0.366141119895336	0.117162213266692	0.117434059350502	0.165884726581705
2023-07-11	0.148200946010494	0.337674715880895	0.485875661891389	0.102628483412586	0.101448232603889	0.144306443050961
2023-07-12	0.479883026257754	-0.28266120805624	0.197221818201513	0.0799912804129609	0.0790826427242406	0.112484084751376
2023-07-13	0.37334589099693	0.0225488986970769	0.395894789694006	0.0263878574064452	0.0271548828070522	0.0378643193358553
2023-07-14	0.530145022150619	-0.485356669257301	0.0447883528933177	0.0228328548191654	0.0229313290124966	0.0323602396386747
2023-07-15	0.515224158078183	-0.130333963166315	0.384890194911868	0.0291484112578707	0.0287149585361763	0.0409167291287107
2023-07-16	0.583023451254687	-0.637977845443488	-0.0549543941888013	0.0193297293101974	0.0197599986126002	0.0276422860917014
